年龄,年龄段,身份定位,评估结论,监护状况,教养方式,认知类型,同伴关系,社区环境,在校表现,法治教育覆盖,内容接触,线上交往行为,财务行为,家庭沟通分,家庭冲突分,冲动易冲动程度,攻击暴力倾向,自我认同问题程度,受不良同伴影响强度,受社区影响强度,逃学旷课频次,法治教育学习效果,上网时间问题程度,深夜上网问题程度,接触有害内容频次,时间管理问题程度,理财观念行为问题程度,情感支持,情绪调节困难程度
Q0580,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；监护薄弱；父母失联,忽视型教养,受同伴影响；敌意价值观；无极端倾向,无不良同伴；加入不良群体,社区治安较差；高风险社区,偶尔缺课；偶尔逃学/逃学,深度参与/法治活动活跃；偶尔宣传；无法治教育,接触诈骗信息；接触色情内容；接触黑灰产信息,线上交往健康；参与/发起网络欺凌,严重财务问题；理财能力良好,1,1,1,0,0,1,0,1,1,2,2,2,2,1,2
Q0581,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；流动监护；监护人积极参与(保护),忽视型教养；暴力型教养；溺爱型教养,无极端倾向；敌意价值观,加入不良群体,社区资源丰富且治安好,经常逃学；长期旷课；偶尔逃学/逃学,深度参与/法治活动活跃；按课表开展,接触诈骗信息；接触暴力/血腥内容；接触黑灰产信息,被网络欺凌/受害；参与/发起网络欺凌,严重财务问题,2,2,2,0,0,1,0,0,0,0,0,1,2,1,0
Q0582,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；监护薄弱,传统型教养；权威型教养,价值观模糊；偶有极端/模糊倾向,加入不良群体；无不良同伴,社区治安较差；社区犯罪频发,辍学；探索个性化学习；长期旷课,按课表开展；偶尔宣传；深度参与/法治活动活跃,接触色情内容,参与/发起网络欺凌,存在欠债,0,2,0,1,0,1,2,2,2,1,1,1,0,2,1
Q0583,14,12-14岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,单亲；流动监护,权威型教养,价值观模糊；敌意价值观；偶有极端/模糊倾向,结交不良同伴；偶有接触,社区犯罪频发,探索个性化学习；经常逃学,深度参与/法治活动活跃,接触色情内容；接触暴力/血腥内容,参与/发起网络欺凌；接触不良社交圈；被网络欺凌/受害,理财能力良好,1,2,3,3,3,2,3,1,1,3,2,3,3,1,2
Q0584,14,12-14岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,父母常年不在,忽视型教养；溺爱型教养,偶有极端/模糊倾向；无极端倾向；受同伴影响,受同伴影响,社区犯罪频发；社区资源丰富且治安好；高风险社区,辍学；经常逃学,按课表开展；偶尔宣传,接触诈骗信息,接触不良社交圈；参与/发起网络欺凌；被网络欺凌/受害,被诈骗；严重财务问题,2,4,4,2,3,4,2,2,2,3,4,3,3,2,4
Q0585,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在,暴力型教养；权威型教养；传统型教养,价值观模糊；偶有极端/模糊倾向,加入不良群体；结交不良同伴,社区资源贫乏,探索个性化学习,按课表开展；深度参与/法治活动活跃；无法治教育,接触暴力/血腥内容；接触诈骗信息；接触黑灰产信息,参与/发起网络欺凌；接触不良社交圈,严重财务问题；存在欠债,1,1,2,0,0,1,1,0,2,0,0,2,0,1,0
Q0586,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；父母失业,忽视型教养；溺爱型教养,敌意价值观；价值观模糊,偶有接触,社区一般,辍学；探索个性化学习；长期旷课,无法治教育；偶尔宣传,主要接触正面/学习资源；接触诈骗信息,参与/发起网络欺凌；线上交往健康；被网络欺凌/受害,存在欠债；严重财务问题,1,1,1,0,1,1,1,0,2,2,2,0,1,0,2
Q0587,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,事实无人抚养；监护薄弱；单亲,溺爱型教养,无极端倾向；受同伴影响,偶有接触,社区资源贫乏；社区治安较差,偶尔缺课；辍学；长期旷课,深度参与/法治活动活跃；无法治教育,接触暴力/血腥内容,接触不良社交圈；参与/发起网络欺凌,偶尔冲动消费,1,2,1,0,2,0,0,1,2,1,0,1,1,1,1
Q0588,12,12-14岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,留守；监护薄弱,权威型教养；暴力型教养,偶有极端/模糊倾向；价值观模糊,受同伴影响；偶有接触,高风险社区；社区一般,探索个性化学习；长期旷课,偶尔宣传；按课表开展；深度参与/法治活动活跃,接触诈骗信息；接触色情内容；接触黑灰产信息,线上交往健康,偶尔冲动消费,3,1,1,2,1,3,3,3,1,1,1,2,3,1,3
Q0589,14,12-14岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,长期疾病,权威型教养,无极端倾向,偶有接触；受同伴影响,高风险社区,长期旷课；偶尔逃学/逃学,偶尔宣传；无法治教育；按课表开展,接触色情内容；接触暴力/血腥内容,被网络欺凌/受害；参与/发起网络欺凌,被诈骗；理财能力良好；存在欠债,4,2,3,2,3,4,4,4,4,4,4,2,3,3,4
Q0590,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护薄弱；留守；父母失联,忽视型教养；溺爱型教养；传统型教养,偶有极端/模糊倾向,结交不良同伴；偶有接触；受同伴影响,社区资源贫乏；社区一般；社区治安较差,辍学,偶尔宣传；无法治教育；深度参与/法治活动活跃,主要接触正面/学习资源；接触诈骗信息,线上交往健康；被网络欺凌/受害,严重财务问题,0,1,1,0,1,2,0,1,1,0,0,1,0,2,1
Q0591,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护)；长期疾病,溺爱型教养,敌意价值观,加入不良群体,社区犯罪频发,辍学,偶尔宣传；按课表开展；深度参与/法治活动活跃,接触黑灰产信息；接触诈骗信息,线上交往健康,存在欠债；严重财务问题,2,1,0,0,1,1,1,2,1,1,0,1,0,0,0
Q0592,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；事实无人抚养,溺爱型教养,偶有极端/模糊倾向,受同伴影响,社区资源丰富且治安好；社区一般,经常逃学,按课表开展,接触色情内容；接触诈骗信息；接触暴力/血腥内容,接触不良社交圈,严重财务问题,2,2,0,1,0,0,2,2,0,2,1,2,2,2,1
Q0593,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；监护人积极参与(保护)；单亲,溺爱型教养,受同伴影响；价值观模糊；偶有极端/模糊倾向,加入不良群体；结交不良同伴,社区资源丰富且治安好；社区犯罪频发,探索个性化学习,按课表开展；无法治教育,主要接触正面/学习资源；接触暴力/血腥内容；接触色情内容,接触不良社交圈；线上交往健康,严重财务问题,1,0,1,0,0,0,2,0,0,0,1,0,2,0,2
Q0594,13,12-14岁,高风险需干预,已出现高风险行为，建议启动多部门联合干预,父母失业；监护薄弱；父母常年不在,暴力型教养；忽视型教养；权威型教养,敌意价值观；偶有极端/模糊倾向；受同伴影响,受同伴影响；偶有接触；加入不良群体,社区一般；社区治安较差,长期旷课,按课表开展,接触黑灰产信息；接触色情内容；主要接触正面/学习资源,被网络欺凌/受害,被诈骗；偶尔冲动消费,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5
Q0595,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守；父母失业,忽视型教养,无极端倾向,无不良同伴；偶有接触,社区资源贫乏,经常逃学；偶尔缺课；探索个性化学习,深度参与/法治活动活跃,接触黑灰产信息,接触不良社交圈,严重财务问题；被诈骗；偶尔冲动消费,0,2,0,0,2,0,2,2,2,0,1,0,2,0,0
Q0596,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲,忽视型教养；传统型教养,无极端倾向；敌意价值观,加入不良群体；偶有接触,社区犯罪频发；社区资源贫乏,长期旷课；偶尔逃学/逃学,偶尔宣传,接触色情内容,参与/发起网络欺凌；被网络欺凌/受害；接触不良社交圈,偶尔冲动消费；理财能力良好；被诈骗,2,1,0,0,0,1,1,1,0,0,1,0,1,2,0
Q0597,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护；事实无人抚养,传统型教养；溺爱型教养,偶有极端/模糊倾向；受同伴影响,无不良同伴,高风险社区,偶尔逃学/逃学；经常逃学,偶尔宣传；无法治教育；按课表开展,接触诈骗信息；接触色情内容；接触暴力/血腥内容,参与/发起网络欺凌,存在欠债,2,0,2,0,2,0,0,2,1,2,0,2,0,2,1
Q0598,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护)；事实无人抚养,忽视型教养；溺爱型教养；传统型教养,价值观模糊；偶有极端/模糊倾向；无极端倾向,加入不良群体,社区资源贫乏,偶尔缺课,按课表开展；偶尔宣传,接触暴力/血腥内容,被网络欺凌/受害,理财能力良好；严重财务问题；被诈骗,1,2,2,2,0,0,2,1,0,2,0,2,2,1,1
Q0599,14,12-14岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,父母失联；父母常年不在,传统型教养,敌意价值观；价值观模糊,加入不良群体；受同伴影响,社区治安较差,偶尔缺课,深度参与/法治活动活跃；按课表开展；偶尔宣传,主要接触正面/学习资源；接触暴力/血腥内容；接触黑灰产信息,线上交往健康；参与/发起网络欺凌,被诈骗；偶尔冲动消费；严重财务问题,2,3,2,3,2,3,1,3,1,1,2,2,3,1,3
Q0600,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；父母失联；父母常年不在,暴力型教养；溺爱型教养；传统型教养,无极端倾向,结交不良同伴；加入不良群体,社区一般,经常逃学,偶尔宣传；按课表开展,接触色情内容；接触诈骗信息；主要接触正面/学习资源,参与/发起网络欺凌,理财能力良好；存在欠债,2,0,2,0,0,1,1,1,1,0,0,0,0,1,1
Q0601,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业；流动监护,传统型教养；暴力型教养；权威型教养,价值观模糊,无不良同伴；结交不良同伴,社区犯罪频发；社区治安较差；高风险社区,经常逃学,无法治教育,接触诈骗信息；接触暴力/血腥内容,线上交往健康；接触不良社交圈；被网络欺凌/受害,被诈骗；理财能力良好,1,0,2,2,0,2,2,0,2,2,1,1,2,0,1
Q0602,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；父母常年不在；长期疾病,权威型教养,偶有极端/模糊倾向；无极端倾向；价值观模糊,结交不良同伴；受同伴影响；加入不良群体,社区一般；社区治安较差；社区资源贫乏,辍学,按课表开展,接触色情内容,线上交往健康；被网络欺凌/受害,严重财务问题；被诈骗,2,2,1,1,2,1,2,2,1,0,0,0,2,1,2
Q0603,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；留守,溺爱型教养；权威型教养；忽视型教养,敌意价值观；价值观模糊；受同伴影响,受同伴影响；偶有接触,高风险社区,经常逃学,无法治教育；按课表开展,接触诈骗信息,被网络欺凌/受害,存在欠债；被诈骗；偶尔冲动消费,2,2,1,0,2,1,0,0,1,0,1,1,0,0,0
Q0604,12,12-14岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,父母失业；流动监护,权威型教养；忽视型教养；溺爱型教养,受同伴影响；无极端倾向,无不良同伴；偶有接触；受同伴影响,高风险社区,偶尔缺课；长期旷课；辍学,无法治教育,接触色情内容；接触暴力/血腥内容；主要接触正面/学习资源,被网络欺凌/受害,理财能力良好,2,4,3,3,4,4,4,3,4,3,2,2,2,2,4
Q0605,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失联；流动监护,忽视型教养；传统型教养；溺爱型教养,敌意价值观；偶有极端/模糊倾向,受同伴影响；结交不良同伴；偶有接触,社区资源贫乏,偶尔缺课,偶尔宣传；无法治教育,接触诈骗信息；主要接触正面/学习资源,线上交往健康；参与/发起网络欺凌；被网络欺凌/受害,存在欠债；偶尔冲动消费,0,1,0,1,0,1,2,1,1,0,1,2,1,2,1
Q0606,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病,传统型教养,价值观模糊,偶有接触；无不良同伴；受同伴影响,高风险社区,经常逃学；辍学；偶尔逃学/逃学,按课表开展,主要接触正面/学习资源,参与/发起网络欺凌；接触不良社交圈,存在欠债,2,1,1,1,2,2,2,2,1,2,2,1,0,0,0
Q0607,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守；父母常年不在；单亲,忽视型教养,价值观模糊；偶有极端/模糊倾向；无极端倾向,结交不良同伴；受同伴影响；加入不良群体,社区一般,经常逃学；偶尔缺课；长期旷课,无法治教育,接触色情内容；接触黑灰产信息；接触诈骗信息,接触不良社交圈,被诈骗,2,0,1,1,0,0,0,2,1,1,2,1,0,2,1
Q0608,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,流动监护,暴力型教养；传统型教养,偶有极端/模糊倾向,受同伴影响；结交不良同伴；无不良同伴,社区一般；社区治安较差,辍学；长期旷课；偶尔逃学/逃学,无法治教育；偶尔宣传,接触黑灰产信息；接触色情内容；接触诈骗信息,被网络欺凌/受害,偶尔冲动消费；理财能力良好,1,2,1,0,2,1,0,0,0,0,0,1,2,0,1
Q0609,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；事实无人抚养；父母常年不在,权威型教养；传统型教养,无极端倾向,受同伴影响,社区犯罪频发；社区资源丰富且治安好；高风险社区,偶尔逃学/逃学；偶尔缺课,深度参与/法治活动活跃；偶尔宣传,主要接触正面/学习资源；接触色情内容；接触暴力/血腥内容,线上交往健康；被网络欺凌/受害；接触不良社交圈,存在欠债,1,2,1,2,1,2,1,1,2,1,1,0,1,0,1
Q0610,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护),权威型教养；忽视型教养,敌意价值观；受同伴影响；价值观模糊,偶有接触；结交不良同伴,高风险社区；社区犯罪频发,偶尔缺课；长期旷课；探索个性化学习,深度参与/法治活动活跃；无法治教育,主要接触正面/学习资源；接触诈骗信息,被网络欺凌/受害；线上交往健康；参与/发起网络欺凌,存在欠债,2,2,1,2,2,1,2,2,0,0,1,2,0,2,0
